Title,Authors,Publication,Year,Type,Key Findings,Relevance,Status,URL,Notes,Tags,Citation,Source
Exploiting Aliasing for Manga Restoration,"Minshan Xie, Menghan Xia, Tien-Tsin Wong",IEEE,2021.0,,,,To Assess,https://doi.org/10.1109/cvpr46437.2021.01320,,,,AwesomeAnimeResearch
Exploring inbetween charts with trajectory-guided sliders for cutout animation,"Tsukasa Fukusato, Akinobu Maejima, Takeo Igarashi, Tatsuo Yotsukura",Springer Science and Business Media LLC,2023.0,,,,To Assess,https://doi.org/10.1007/s11042-023-17354-x,,,,"Awesome-AI4Animation, Awesome-Animation-Research"
Exploring Phrase Grounding without Training: Contextualisation and Extension to Text-Based Image Retrieval,"Letitia Parcalabescu, Anette Frank",IEEE,2020.0,,,,To Assess,https://doi.org/10.1109/cvprw50498.2020.00489,,,,awesome-comics-understanding
Extraction of Frame Sequences in the Manga Context,"Christian Roggia, Fabio Persia",IEEE,2020.0,,,,To Assess,https://doi.org/10.1109/ism.2020.00023,,,,AwesomeAnimeResearch
Fast Leak-Resistant Segmentation for Anime Line Art,"Benjamin Allen, Akinobu Maejima, Ken Anjyo",ACM,2024.0,,,,To Assess,https://doi.org/10.1145/3681758.3698003,,,,Awesome-Animation-Research
FlatMagic: Improving Flat Colorization through AI-driven Design for Digital Comic Professionals,"Chuan Yan, John Joon Young Chung, Yoon Kiheon, Yotam Gingold, Eytan Adar, Sungsoo Ray Hong",ACM,2022.0,,,,To Assess,https://doi.org/10.1145/3491102.3502075,,,,AwesomeAnimeResearch
Floating No More: Object-Ground Reconstruction from a Single Image,"Yunze Man, Yichen Sheng, Jianming Zhang, Liang-Yan Gui, Yu-Xiong Wang",IEEE,2025.0,,,,To Assess,https://doi.org/10.1109/cvpr52734.2025.02527,,,,Awesome-AI4Animation
Foley Music: Learning to Generate Music from Videos,"Chuang Gan, Deng Huang, Peihao Chen, Joshua B. Tenenbaum, Antonio Torralba",Springer International Publishing,2020.0,,,,To Assess,https://doi.org/10.1007/978-3-030-58621-8_44,,,,Awesome-AI4Animation
From Speaker to Dubber: Movie Dubbing with Prosody and Duration Consistency Learning,"Zhedong Zhang, Liang Li, Gaoxiang Cong, Haibing Yin, Yuhan Gao, Chenggang Yan, Anton van den Hengel, Yuankai Qi",ACM,2024.0,,,,To Assess,https://doi.org/10.1145/3664647.3680777,,,,Awesome-AI4Animation
GANILLA: Generative adversarial networks for image to illustration translation,"Samet Hicsonmez, Nermin Samet, Emre Akbas, Pinar Duygulu",Elsevier BV,2020.0,,,,To Assess,https://doi.org/10.1016/j.imavis.2020.103886,,,,AwesomeAnimeResearch
GCN-Based Multi-Modal Multi-Label Attribute Classification in Anime Illustration Using Domain-Specific Semantic Features,"Ziwen Lan, Keisuke Maeda, Takahiro Ogawa, Miki Haseyama",IEEE,2022.0,,,,To Assess,https://doi.org/10.1109/icip46576.2022.9898071,,,,AwesomeAnimeResearch
Generate Novel Image Styles using Weighted Hybrid Generative Adversarial Nets,"Ming Li, Rui Xi, Mengshu Hou",IEEE,2018.0,,,,To Assess,https://doi.org/10.1109/ijcnn.2018.8489080,,,,AwesomeAnimeResearch
"Generating ""Ideal"" Anime Opening Frames Using Neural Networks","Polina Belova, Ksenia Urkaeva, Anna Gamova",IEEE,2021.0,,,,To Assess,https://doi.org/10.1109/elconrus51938.2021.9396557,,,,AwesomeAnimeResearch
Generating Anime from Real Human Image with Adversarial Training,Shuvendu Roy,IEEE,2019.0,,,,To Assess,https://doi.org/10.1109/icasert.2019.8934465,,,,AwesomeAnimeResearch
Generating Digital Painting Lighting Effects via RGB-space Geometry,"Lvmin Zhang, Edgar Simo-Serra, Yi Ji, Chunping Liu",Association for Computing Machinery (ACM),2020.0,,,,To Assess,https://doi.org/10.1145/3372176,,,,AwesomeAnimeResearch
Generating Manga from Illustrations via Mimicking Manga Creation Workflow,"Lvmin Zhang, Xinrui Wang, Qingnan Fan, Yi Ji, Chunping Liu",IEEE,2021.0,,,,To Assess,https://doi.org/10.1109/cvpr46437.2021.00559,,,,awesome-comics-understanding
Generative Omnimatte: Learning to Decompose Video into Layers,"Yao-Chih Lee, Erika Lu, Sarah Rumbley, Michal Geyer, Jia-Bin Huang, Tali Dekel, Forrester Cole",IEEE,2025.0,,,,To Assess,https://doi.org/10.1109/cvpr52734.2025.01168,,,,Awesome-AI4Animation
Graph Jigsaw Learning for Cartoon Face Recognition,"Yong Li, Lingjie Lao, Zhen Cui, Shiguang Shan, Jian Yang",Institute of Electrical and Electronics Engineers (IEEE),2022.0,,,,To Assess,https://doi.org/10.1109/tip.2022.3177952,,,,AwesomeAnimeResearch
Guiding Users to Where to Give Color Hints for Efficient Interactive Sketch Colorization via Unsupervised Region Prioritization,"Youngin Cho, Junsoo Lee, Soyoung Yang, Juntae Kim, Yeojeong Park, Haneol Lee, Mohammad Azam Khan, Daesik Kim, Jaegul Choo",IEEE,2023.0,,,,To Assess,https://doi.org/10.1109/wacv56688.2023.00186,,,,AwesomeAnimeResearch
Hair Shading Style Transfer for Manga with cGAN,"Masashi Aizawa, Ryohei Orihara, Yuichi Sei, Yasuyuki Tahara, Akihiko Ohsuga",SCITEPRESS - Science and Technology Publications,2020.0,,,,To Assess,https://doi.org/10.5220/0008961405870594,,,,AwesomeAnimeResearch
Hierarchical Feature Warping and Blending for Talking Head Animation,"Jiale Zhang, Chengxin Liu, Ke Xian, Zhiguo Cao",Institute of Electrical and Electronics Engineers (IEEE),2024.0,,,,To Assess,https://doi.org/10.1109/tcsvt.2024.3375330,,,,AwesomeAnimeResearch
Hierarchical Multi-Label Attribute Classification With Graph Convolutional Networks on Anime Illustration,"Ziwen Lan, Keisuke Maeda, Takahiro Ogawa, Miki Haseyama",Institute of Electrical and Electronics Engineers (IEEE),2023.0,,,,To Assess,https://doi.org/10.1109/access.2023.3265728,,,,AwesomeAnimeResearch
High-Resolution Image Harmonization via Collaborative Dual Transformations,"Wenyan Cong, Xinhao Tao, Li Niu, Jing Liang, Xuesong Gao, Qihao Sun, Liqing Zhang",IEEE,2022.0,,,,To Assess,https://doi.org/10.1109/cvpr52688.2022.01792,,,,Awesome-AI4Animation
High-Resolution Image Synthesis with Latent Diffusion Models,"Robin Rombach, Andreas Blattmann, Dominik Lorenz, Patrick Esser, Bjorn Ommer",IEEE,2022.0,,,,To Assess,https://doi.org/10.1109/cvpr52688.2022.01042,,,,Awesome-AI4Animation
HistoGAN: Controlling Colors of GAN-Generated and Real Images via Color Histograms,"Mahmoud Afifi, Marcus A. Brubaker, Michael S. Brown",IEEE,2021.0,,,,To Assess,https://doi.org/10.1109/cvpr46437.2021.00785,,,,AwesomeAnimeResearch
Histogram of Exclamation Marks and Its Application for Comics Analysis,"Sotaro Hiroe, Seiji Hotta",IEEE,2017.0,,,,To Assess,https://doi.org/10.1109/icdar.2017.294,,,,awesome-comics-understanding
HoLLMwood: Unleashing the Creativity of Large Language Models in Screenwriting via Role Playing,"Jing Chen, Xinyu Zhu, Cheng Yang, Chufan Shi, Yadong Xi, Yuxiang Zhang, Junjie Wang, Jiashu Pu, Tian Feng, Yujiu Yang, Rongsheng Zhang",Association for Computational Linguistics,2024.0,,,,To Assess,https://doi.org/10.18653/v1/2024.findings-emnlp.474,,,,Awesome-AI4Animation
HRInversion: High-Resolution GAN Inversion for Cross-Domain Image Synthesis,"Peng Zhou, Lingxi Xie, Bingbing Ni, Lin Liu, Qi Tian",Institute of Electrical and Electronics Engineers (IEEE),2023.0,,,,To Assess,https://doi.org/10.1109/tcsvt.2022.3222456,,,,AwesomeAnimeResearch
Human-Art: A Versatile Human-Centric Dataset Bridging Natural and Artificial Scenes,"Xuan Ju, Ailing Zeng, Jianan Wang, Qiang Xu, Lei Zhang",IEEE,2023.0,,,,To Assess,https://doi.org/10.1109/cvpr52729.2023.00067,,,,AwesomeAnimeResearch
Hyprogan: Breaking the Dimensional wall From Human to Anime,"Yinpeng Chen, Jiale Zhang, Zhiguo Cao, Hao Lu, Weicai Zhong",IEEE,2022.0,,,,To Assess,https://doi.org/10.1109/icip46576.2022.9897973,,,,AwesomeAnimeResearch
I Hear Your True Colors: Image Guided Audio Generation,"Roy Sheffer, Yossi Adi",IEEE,2023.0,,,,To Assess,https://doi.org/10.1109/icassp49357.2023.10096023,,,,Awesome-AI4Animation
Image Generation From Small Datasets via Batch Statistics Adaptation,"Atsuhiro Noguchi, Tatsuya Harada",IEEE,2019.0,,,,To Assess,https://doi.org/10.1109/iccv.2019.00284,,,,AwesomeAnimeResearch
Image Referenced Sketch Colorization Based on Animation Creation Workflow,"Dingkun Yan, Xinrui Wang, Zhuoru Li, Suguru Saito, Yusuke Iwasawa, Yutaka Matsuo, Jiaxian Guo",IEEE,2025.0,,,,To Assess,https://doi.org/10.1109/cvpr52734.2025.02178,,,,Awesome-Animation-Research
Image-to-Image Translation with Conditional Adversarial Networks,"Marjana Tahmid, Md. Samiul Alam, Namratha Rao, Kazi Muhammad Asif Ashrafi",IEEE,2023.0,,,,To Assess,https://doi.org/10.1109/wiecon-ece60392.2023.10456447,,,,awesome-comics-understanding
Improving Generation and Evaluation of Visual Stories via Semantic Consistency,"Adyasha Maharana, Darryl Hannan, Mohit Bansal",Association for Computational Linguistics,2021.0,,,,To Assess,https://doi.org/10.18653/v1/2021.naacl-main.194,,,,awesome-comics-understanding
Improving Reference-Based Image Colorization For Line Arts Via Feature Aggregation And Contrastive Learning,"Shukai Wu, Qingqin Wang, Shuchang Xu, Sanyuan Zhang",IEEE,2022.0,,,,To Assess,https://doi.org/10.1109/icassp43922.2022.9746326,,,,AwesomeAnimeResearch
Improving Shape Deformation in Unsupervised Image-to-Image Translation,"Aaron Gokaslan, Vivek Ramanujan, Daniel Ritchie, Kwang In Kim, James Tompkin",Springer International Publishing,2018.0,,,,To Assess,https://doi.org/10.1007/978-3-030-01258-8_40,,,,AwesomeAnimeResearch
Improving The Quality Of Illustrations: Transforming Amateur Illustrations To A Professional Standard,"Keita Awane, Koki Tsubota, Hikaru Ikuta, Yusuke Matsui, Kiyoharu Aizawa, Naohiro Yanase",IEEE,2021.0,,,,To Assess,https://doi.org/10.1109/icip42928.2021.9506615,,,,AwesomeAnimeResearch
Interactive Anime Sketch Colorization with Style Consistency via a Deep Residual Neural Network,"Ru-Ting Ye, Wei-Li Wang, Ju-Chin Chen, Kawuu W. Lin",IEEE,2019.0,,,,To Assess,https://doi.org/10.1109/taai48200.2019.8959911,,,,AwesomeAnimeResearch
Interactive Cartoonization with Controllable Perceptual Factors,"Namhyuk Ahn, Patrick Kwon, Jihye Back, Kibeom Hong, Seungkwon Kim",IEEE,2023.0,,,,To Assess,https://doi.org/10.1109/cvpr52729.2023.01614,,,,AwesomeAnimeResearch
Interactive Data Comics,"Zezhong Wang, Hugo Romat, Fanny Chevalier, Nathalie Henry Riche, Dave Murray-Rust, Benjamin Bach",Center for Open Science,2021.0,,,,To Assess,https://doi.org/10.31219/osf.io/dx7mj,,,,awesome-comics-understanding
Interactive Manga Colorization with Fast Flat Coloring,"Delong Ouyang, Ryosuke Furuta, Yugo Shimizu, Yukinobu Taniguchi, Ryota Hinami, Shonosuke Ishiwatari",ACM,2021.0,,,,To Assess,https://doi.org/10.1145/3476124.3488628,,,,AwesomeAnimeResearch
Interpolation based Anime Face Style Transfer,"Sy Tuyen Ho, Vinh-Tiep Nguyen, Thanh Duc Ngo",IEEE,2020.0,,,,To Assess,https://doi.org/10.1109/mapr49794.2020.9237764,,,,AwesomeAnimeResearch
Intrinsic Image Harmonization,"Zonghui Guo, Haiyong Zheng, Yufeng Jiang, Zhaorui Gu, Bing Zheng",IEEE,2021.0,,,,To Assess,https://doi.org/10.1109/cvpr46437.2021.01610,,,,Awesome-AI4Animation
Joint Geometric-Semantic Driven Character Line Drawing Generation,"Cheng-Yu Fang, Xian-Feng Han",ACM,2023.0,,,,To Assess,https://doi.org/10.1145/3591106.3592216,,,,AwesomeAnimeResearch
Joint Stroke Tracing and Correspondence for 2D Animation,"Haoran Mo, Chengying Gao, Ruomei Wang",Association for Computing Machinery (ACM),2024.0,,,,To Assess,https://doi.org/10.1145/3649890,,,,"Awesome-AI4Animation, Awesome-Animation-Research"
JoJoGAN: One Shot Face Stylization,"Min Jin Chong, David Forsyth",Springer Nature Switzerland,2022.0,,,,To Assess,https://doi.org/10.1007/978-3-031-19787-1_8,,,,AwesomeAnimeResearch
L2M-GAN: Learning to Manipulate Latent Space Semantics for Facial Attribute Editing,"Guoxing Yang, Nanyi Fei, Mingyu Ding, Guangzhen Liu, Zhiwu Lu, Tao Xiang",IEEE,2021.0,,,,To Assess,https://doi.org/10.1109/cvpr46437.2021.00297,,,,AwesomeAnimeResearch
LANIT: Language-Driven Image-to-Image Translation for Unlabeled Data,"Jihye Park, Sunwoo Kim, Soohyun Kim, Seokju Cho, Jaejun Yoo, Youngjung Uh, Seungryong Kim",IEEE,2023.0,,,,To Assess,https://doi.org/10.1109/cvpr52729.2023.02241,,,,AwesomeAnimeResearch
Late-resizing: A Simple but Effective Sketch Extraction Strategy for Improving Generalization of Line-art Colorization,"Dohyun Kim, Dajung Je, Kwangjin Lee, Moohyun Kim, Han Kim",IEEE,2022.0,,,,To Assess,https://doi.org/10.1109/wacv51458.2022.00104,,,,AwesomeAnimeResearch
Learning Consensus Representation for Weak Style Classification,"Shuhui Jiang, Ming Shao, Chengcheng Jia, Yun Fu",Institute of Electrical and Electronics Engineers (IEEE),2018.0,,,,To Assess,https://doi.org/10.1109/tpami.2017.2771766,,,,awesome-comics-understanding
Learning Inclusion Matching for Animation Paint Bucket Colorization,"Yuekun Dai, Shangchen Zhou, Qinyue Li, Chongyi Li, Chen Change Loy",IEEE,2024.0,,,,To Assess,https://doi.org/10.1109/cvpr52733.2024.02413,,,,Awesome-AI4Animation
Learning to Dub Movies via Hierarchical Prosody Models,"Gaoxiang Cong, Liang Li, Yuankai Qi, Zheng-Jun Zha, Qi Wu, Wenyu Wang, Bin Jiang, Ming-Hsuan Yang, Qingming Huang",IEEE,2023.0,,,,To Assess,https://doi.org/10.1109/cvpr52729.2023.01411,,,,Awesome-AI4Animation
Line Art Colorization Based on Explicit Region Segmentation,"Ruizhi Cao, Haoran Mo, Chengying Gao",Wiley,2021.0,,,,To Assess,https://doi.org/10.1111/cgf.14396,,,,AwesomeAnimeResearch
Line Art Colorization with Concatenated Spatial Attention,"Mingcheng Yuan, Edgar Simo-Serra",IEEE,2021.0,,,,To Assess,https://doi.org/10.1109/cvprw53098.2021.00442,,,,AwesomeAnimeResearch
Line Art Correlation Matching Feature Transfer Network for Automatic Animation Colorization,"Qian Zhang, Bo Wang, Wei Wen, Hai Li, Junhui Liu",IEEE,2021.0,,,,To Assess,https://doi.org/10.1109/wacv48630.2021.00392,,,,"Awesome-AI4Animation, Awesome-Animation-Research, AwesomeAnimeResearch"
Line-Based Drawing Style Description for Manga Classification,"Wei-Ta Chu, Ying-Chieh Chao",ACM,2014.0,,,,To Assess,https://doi.org/10.1145/2647868.2654962,,,,awesome-comics-understanding
LVCD: Reference-based Lineart Video Colorization with Diffusion Models,"Zhitong Huang, Mohan Zhang, Jing Liao",Association for Computing Machinery (ACM),2024.0,,,,To Assess,https://doi.org/10.1145/3687910,,,,Awesome-AI4Animation
M2C: Towards Automatic Multimodal Manga Complement,"Hongcheng Guo, Boyang Wang, Jiaqi Bai, Jiaheng Liu, Jian Yang, Zhoujun Li",Association for Computational Linguistics,2023.0,,,,To Assess,https://doi.org/10.18653/v1/2023.findings-emnlp.661,,,,awesome-comics-understanding
Make-A-Story: Visual Memory Conditioned Consistent Story Generation,"Tanzila Rahman, Hsin- Ying Lee, Jian Ren, Sergey Tulyakov, Shweta Mahajan, Leonid Sigal",IEEE,2023.0,,,,To Assess,https://doi.org/10.1109/cvpr52729.2023.00246,,,,"Awesome-AI4Animation, awesome-comics-understanding"
Making Robots Draw A Vivid Portrait In Two Minutes,"Fei Gao, Jingjie Zhu, Zeyuan Yu, Peng Li, Tao Wang",IEEE,2020.0,,,,To Assess,https://doi.org/10.1109/iros45743.2020.9340940,,,,AwesomeAnimeResearch
Manga Vectorization and Manipulation with Procedural Simple Screentone,"Chih-Yuan Yao, Shih-Hsuan Hung, Guo-Wei Li, I-Yu Chen, Reza Adhitya, Yu-Chi Lai",Institute of Electrical and Electronics Engineers (IEEE),2017.0,,,,To Assess,https://doi.org/10.1109/tvcg.2016.2525774,,,,awesome-comics-understanding
Manga-MMTL: Multimodal Multitask Transfer Learning for Manga Character Analysis,"Nhu-Van Nguyen, Christophe Rigaud, Arnaud Revel, Jean-Christophe Burie",Springer International Publishing,2021.0,,,,To Assess,https://doi.org/10.1007/978-3-030-86331-9_27,,,,awesome-comics-understanding
MangaGAN: Unpaired Photo-to-Manga Translation Based on The Methodology of Manga Drawing,"Hao Su, Jianwei Niu, Xuefeng Liu, Qingfeng Li, Jiahe Cui, Ji Wan",Association for the Advancement of Artificial Intelligence (AAAI),2021.0,,,,To Assess,https://doi.org/10.1609/aaai.v35i3.16364,,,,"AwesomeAnimeResearch, awesome-comics-understanding"
MangaNinja: Line Art Colorization with Precise Reference Following,"Zhiheng Liu, Ka Leong Cheng, Xi Chen, Jie Xiao, Hao Ouyang, Kai Zhu, Yu Liu, Yujun Shen, Qifeng Chen, Ping Luo",IEEE,2025.0,,,,To Assess,https://doi.org/10.1109/cvpr52734.2025.00532,,,,"Awesome-AI4Animation, AwesomeAnimeResearch"
MangaUB: A Manga Understanding Benchmark for Large Multimodal Models,"Hikaru Ikuta, Leslie Wohler, Kiyoharu Aizawa",Institute of Electrical and Electronics Engineers (IEEE),2025.0,,,,To Assess,https://doi.org/10.1109/mmul.2025.3550451,,,,awesome-comics-understanding
Method for Automatic E-Comic Scene Frame Extraction for Reading Comic on Mobile Devices,"Kohei Arai, Tolle Herman",IEEE,2010.0,,,,To Assess,https://doi.org/10.1109/itng.2010.22,,,,awesome-comics-understanding
Mind the Time: Temporally-Controlled Multi-Event Video Generation,"Ziyi Wu, Aliaksandr Siarohin, Willi Menapace, Ivan Skorokhodov, Yuwei Fang, Varnith Chordia, Igor Gilitschenski, Sergey Tulyakov",IEEE,2025.0,,,,To Assess,https://doi.org/10.1109/cvpr52734.2025.02234,,,,Awesome-AI4Animation
MineGAN++: Mining Generative Models for Efficient Knowledge Transfer to Limited Data Domains,"Yaxing Wang, Abel Gonzalez-Garcia, Chenshen Wu, Luis Herranz, Fahad Shahbaz Khan, Shangling Jui, Jian Yang, Joost van de Weijer",Springer Science and Business Media LLC,2023.0,,,,To Assess,https://doi.org/10.1007/s11263-023-01882-y,,,,AwesomeAnimeResearch
Modeling Artistic Workflows for Image Generation and Editing,"Hung-Yu Tseng, Matthew Fisher, Jingwan Lu, Yijun Li, Vladimir Kim, Ming-Hsuan Yang",Springer International Publishing,2020.0,,,,To Assess,https://doi.org/10.1007/978-3-030-58523-5_10,,,,AwesomeAnimeResearch
MontageGAN: Generation and Assembly of Multiple Components by GANs,"Chean Fei Shee, Seiichi Uchida",IEEE,2022.0,,,,To Assess,https://doi.org/10.1109/icpr56361.2022.9956028,,,,AwesomeAnimeResearch
Movie2Comics: Towards a Lively Video Content Presentation,"Meng Wang, Richang Hong, Xiao-Tong Yuan, Shuicheng Yan, Tat-Seng Chua",Institute of Electrical and Electronics Engineers (IEEE),2012.0,,,,To Assess,https://doi.org/10.1109/tmm.2012.2187181,,,,awesome-comics-understanding
Multi-Density Sketch-to-Image Translation Network,"Jialu Huang, Liao Jing, Zhifeng Tan, Sam Kwong",Institute of Electrical and Electronics Engineers (IEEE),2022.0,,,,To Assess,https://doi.org/10.1109/tmm.2021.3111501,,,,AwesomeAnimeResearch
Multimodal Persona Based Generation of Comic Dialogs,"Harsh Agrawal, Aditya Mishra, Manish Gupta, Mausam -",Association for Computational Linguistics,2023.0,,,,To Assess,https://doi.org/10.18653/v1/2023.acl-long.791,,,,awesome-comics-understanding
One-shot Line Extraction from Color Illustrations,"Zhengyu Huang, Yichen Peng, Haoran Xie, Tsukasa Fukusato, Kazunori Miyata",IEEE,2021.0,,,,To Assess,https://doi.org/10.1109/nicoint52941.2021.00011,,,,AwesomeAnimeResearch
Optical Flow Based Line Drawing Frame Interpolation Using Distance Transform to Support Inbetweenings,"Rei Narita, Keigo Hirakawa, Kiyoharu Aizawa",IEEE,2019.0,,,,To Assess,https://doi.org/10.1109/icip.2019.8803506,,,,"Awesome-AI4Animation, Awesome-Animation-Research, AwesomeAnimeResearch"
PaintsTorch: a User-Guided Anime Line Art Colorization Tool with Double Generator Conditional Adversarial Network,"Yliess HATI, GREGOR JOUET, FRANCIS ROUSSEAUX, Clement DUHART",ACM,2019.0,,,,To Assess,https://doi.org/10.1145/3359998.3369401,,,,AwesomeAnimeResearch
Panel and Speech Balloon Extraction from Comic Books,"Anh Khoi Ngo Ho, Jean-Christophe Burie, Jean-Marc Ogier",IEEE,2012.0,,,,To Assess,https://doi.org/10.1109/das.2012.66,,,,awesome-comics-understanding
Panel Tracking for the Extraction and the Classification of Speech Balloons,"Hadi S. Jomaa, Mariette Awad, Lina Ghaibeh",Springer International Publishing,2015.0,,,,To Assess,https://doi.org/10.1007/978-3-319-23234-8_37,,,,awesome-comics-understanding
Panel-Page-Aware Comic Genre Understanding,"Chenshu Xu, Xuemiao Xu, Nanxuan Zhao, Weiwei Cai, Huaidong Zhang, Chengze Li, Xueting Liu",Institute of Electrical and Electronics Engineers (IEEE),2023.0,,,,To Assess,https://doi.org/10.1109/tip.2023.3270105,,,,"AwesomeAnimeResearch, awesome-comics-understanding"
PAniC-3D: Stylized Single-view 3D Reconstruction from Portraits of Anime Characters,"Shuhong Chen, Kevin Zhang, Yichun Shi, Heng Wang, Yiheng Zhu, Guoxian Song, Sizhe An, Janus Kristjansson, Xiao Yang, Matthias Zwicker",IEEE,2023.0,,,,To Assess,https://doi.org/10.1109/cvpr52729.2023.02018,,,,awesome-comics-understanding
Parsing-Conditioned Anime Translation: A New Dataset and Method,"Zhansheng Li, Yangyang Xu, Nanxuan Zhao, Yang Zhou, Yongtuo Liu, Dahua Lin, Shengfeng He",Association for Computing Machinery (ACM),2023.0,,,,To Assess,https://doi.org/10.1145/3585002,,,,AwesomeAnimeResearch
Pastiche Master: Exemplar-Based High-Resolution Portrait Style Transfer,"Shuai Yang, Liming Jiang, Ziwei Liu, Chen Change Loy",IEEE,2022.0,,,,To Assess,https://doi.org/10.1109/cvpr52688.2022.00754,,,,AwesomeAnimeResearch
PCT-Net: Full Resolution Image Harmonization Using Pixel-Wise Color Transformations,"Julian Jorge Andrade Guerreiro, Mitsuru Nakazawa, Björn Stenger",IEEE,2023.0,,,,To Assess,https://doi.org/10.1109/cvpr52729.2023.00573,,,,Awesome-AI4Animation
PhysAnimator: Physics-Guided Generative Cartoon Animation,"Tianyi Xie, Yiwei Zhao, Ying Jiang, Chenfanfu Jiang",IEEE,2025.0,,,,To Assess,https://doi.org/10.1109/cvpr52734.2025.01008,,,,Awesome-Animation-Research
PMSGAN: Parallel Multistage GANs for Face Image Translation,"Changcheng Liang, Mingrui Zhu, Nannan Wang, Heng Yang, Xinbo Gao",Institute of Electrical and Electronics Engineers (IEEE),2024.0,,,,To Assess,https://doi.org/10.1109/tnnls.2022.3233025,,,,AwesomeAnimeResearch
Progressive Full Data Convolutional Neural Networks for Line Extraction from Anime-Style Illustrations,"Yuchen Xin, Hon-Cheng Wong, Sio-Long Lo, Junliang Li",MDPI AG,2019.0,,,,To Assess,https://doi.org/10.3390/app10010041,,,,AwesomeAnimeResearch
Pseudo-Supervised Learning for Semantic Multi-Style Transfer,"Saehun Kim, Jeonghyeok Do, Munchurl Kim",Institute of Electrical and Electronics Engineers (IEEE),2021.0,,,,To Assess,https://doi.org/10.1109/access.2021.3049637,,,,AwesomeAnimeResearch
RAG: Facial Attribute Editing by Learning Residual Attributes,"Honglun Zhang, Wenqing Chen, Jidong Tian, Hao He, Yaohui Jin",Institute of Electrical and Electronics Engineers (IEEE),2019.0,,,,To Assess,https://doi.org/10.1109/access.2019.2924959,,,,AwesomeAnimeResearch
Real-ESRGAN: Training Real-World Blind Super-Resolution with Pure Synthetic Data,"Xintao Wang, Liangbin Xie, Chao Dong, Ying Shan",IEEE,2021.0,,,,To Assess,https://doi.org/10.1109/iccvw54120.2021.00217,,,,AwesomeAnimeResearch
Recognizing Text Elements for SVG Comic Compression and Its Novel Applications,"Chung-Yuan Su, Ray-I Chang, Jen-Chang Liu",IEEE,2011.0,,,,To Assess,https://doi.org/10.1109/icdar.2011.267,,,,awesome-comics-understanding
Reference Based Sketch Extraction via Attention Mechanism,"Amirsaman Ashtari, Chang Wook Seo, Cholmin Kang, Sihun Cha, Junyong Noh",Association for Computing Machinery (ACM),2022.0,,,,To Assess,https://doi.org/10.1145/3550454.3555504,,,,AwesomeAnimeResearch
Reference-guided structure-aware deep sketch colorization for cartoons,"Xueting Liu, Wenliang Wu, Chengze Li, Yifan Li, Huisi Wu",Tsinghua University Press,2022.0,,,,To Assess,https://doi.org/10.1007/s41095-021-0228-6,,,,AwesomeAnimeResearch
Robust Manga Page Colorization via Coloring Latent Space,"Maksim Golyadkin, Ilya Makarov",Institute of Electrical and Electronics Engineers (IEEE),2023.0,,,,To Assess,https://doi.org/10.1109/access.2023.3323216,,,,"AwesomeAnimeResearch, awesome-comics-understanding"
Scenimefy: Learning to Craft Anime Scene via Semi-Supervised Image-to-Image Translation,"Yuxin Jiang, Liming Jiang, Shuai Yang, Chen Change Loy",IEEE,2023.0,,,,To Assess,https://doi.org/10.1109/iccv51070.2023.00676,,,,AwesomeAnimeResearch
Searching Digital Political Cartoons,Yejun Wu,IEEE,2010.0,,,,To Assess,https://doi.org/10.1109/grc.2010.158,,,,awesome-comics-understanding
Seg2pix: Few Shot Training Line Art Colorization with Segmented Image Data,"Chang Wook Seo, Yongduek Seo",MDPI AG,2021.0,,,,To Assess,https://doi.org/10.3390/app11041464,,,,AwesomeAnimeResearch
Semantic Example Guided Image-to-Image Translation,"Jialu Huang, Jing Liao, Sam Kwong",Institute of Electrical and Electronics Engineers (IEEE),2021.0,,,,To Assess,https://doi.org/10.1109/tmm.2020.3001536,,,,AwesomeAnimeResearch
Semantic Parsing of Interpage Relations,"Mehmet Arif Demirtas, Berke Oral, Mehmet Yasin Akpinar, Onur Deniz",IEEE,2022.0,,,,To Assess,https://doi.org/10.1109/icpr56361.2022.9956546,,,,awesome-comics-understanding
Semi-Auto Sketch Colorization Based on Conditional Generative Adversarial Networks,"Zijuan Cheng, Fang Meng, Jingbo Mao",IEEE,2019.0,,,,To Assess,https://doi.org/10.1109/cisp-bmei48845.2019.8965999,,,,AwesomeAnimeResearch
Semi-Automatic Colorization Pipeline for Anime Characters and its Evaluation in Production,"Akinobu Maejima, Hiroyuki Kubo, Seitaro Shinagawa, Takuya Funatomi, Tatsuo Yotsukura, Satoshi Nakamura, Yasuhiro Mukaigawa",IEEE,2022.0,,,,To Assess,https://doi.org/10.1109/nicoint55861.2022.00014,,,,AwesomeAnimeResearch
Semi-automatic Manga Colorization Using Conditional Adversarial Networks,"Maksim Golyadkin, Ilya Makarov",Springer International Publishing,2021.0,,,,To Assess,https://doi.org/10.1007/978-3-030-72610-2_17,,,,AwesomeAnimeResearch
Semi-supervised reference-based sketch extraction using a contrastive learning framework,"Chang Wook Seo, Amirsaman Ashtari, Junyong Noh",Association for Computing Machinery (ACM),2023.0,,,,To Assess,https://doi.org/10.1145/3592392,,,,AwesomeAnimeResearch
Similar Manga Retrieval Using Visual Vocabulary Based on Regions of Interest,"Weihan Sun, Koichi Kise",IEEE,2011.0,,,,To Assess,https://doi.org/10.1109/icdar.2011.217,,,,awesome-comics-understanding
