Title,key
Searching Digital Political Cartoons,447
SEED-Story: Multimodal Long Story Generation with Large Language Model,448
Seg2pix: Few Shot Training Line Art Colorization with Segmented Image Data,449
Self-supervised Enhancement of Latent Discovery in GANs,450
Semantic Example Guided Image-to-Image Translation,451
Semantic Parsing of Interpage Relations,452
Semi-Auto Sketch Colorization Based on Conditional Generative Adversarial Networks,453
Semi-Automatic Colorization Pipeline for Anime Characters and its Evaluation in Production,454
Semi-automatic Manga Colorization Using Conditional Adversarial Networks,455
Semi-supervised reference-based sketch extraction using a contrastive learning framework,456
Shading-Guided Manga Screening from Reference,457
Similar Manga Retrieval Using Visual Vocabulary Based on Regions of Interest,458
Similarity Learning Based on Pool-Based Active Learning for Manga Character Retrieval,459
Skeleton-Driven Inbetweening of Bitmap Character Drawings,460
Sketch-A-Shape: Zero-Shot Sketch-to-3D Shape Generation,461
Sketch-based Anime Hairstyle Editing with Generative Inpainting,462
Sketch-Based Manga Retrieval Using Deep Features,463
Sketch-based Manga Retrieval using Manga109 Dataset,464
Sketch-Guided Scene Image Generation,465
Sketch2Anim: Towards Transferring Sketch Storyboards into 3D Animation,466
SKETCH2MANGA: SHADED MANGA SCREENING FROM SKETCH WITH DIFFUSION MODELS,467
Sketch2Manga: Sketch-based Manga Retrieval,468
SketchBetween: Video-to-Video Synthesis for Sprite Animation via Sketches,469
SketchColour: Channel Concat Guided DiT-based Sketch-to-Colour Pipeline for 2D Animation,470
SketchMan: Learning to Create Professional Sketches,471
SmartPaint: a co-creative drawing system based on generative adversarial networks,472
SmartShadow: Artistic Shadow Drawing Tool for Line Drawings,473
SPatchGAN: A Statistical Feature Based Discriminator for Unsupervised Image-to-Image Translation,474
Spatially Augmented Speech Bubble to Character Association via Comic Multi-task Learning,475
Spatially Controllable Image Synthesis with Internal Representation Collaging,476
Speech Balloon and Speaker Association for Comics and Manga Understanding,477
Sprite-from-Sprite: Cartoon Animation Decomposition with Self-supervised Sprite Estimation,478
SSH: A Self-Supervised Framework for Image Harmonization,479
SSIMBaD: Sigma Scaling with SSIM-Guided Balanced Diffusion for AnimeFace Colorization,480
SSN: Soft Shadow Network for Image Compositing,481
StarGAN Based Facial Expression Transfer for Anime Characters,482
StdGEN: Semantic-Decomposed 3D Character Generation from Single Images,483
StencilTorch: An Iterative and User-Guided Framework for Anime Lineart Colorization,484
Stereoscopizing Cel Animations,485
Story Pattern Analysis Based on Scene Order Information in Four-Scene Comics,486
StoryDALL-E: Adapting Pretrained Text-to-Image Transformers for Story Continuation,487
StoryGAN: A Sequential Conditional GAN for Story Visualization,488
StoryImager: A Unified and Efficient Framework for Coherent Story Visualization and Completion,489
StoryWeaver: A Unified World Model for Knowledge-Enhanced Story Character Customization,490
Style Transfer for Anime Sketches with Enhanced Residual U-net and Auxiliary Classifier GAN,491
StyleDubber: Towards Multi-Scale Style Learning for Movie Dubbing,492
StyleGAN-NADA: CLIP-Guided Domain Adaptation of Image Generators,493
StyleGANEX: StyleGAN-Based Manipulation Beyond Cropped Aligned Faces,494
Styleverse: Towards Identity Stylization across Heterogeneous Domains,495
Stylized-Colorization for Line Arts,496
StyO: Stylize Your Face in Only One-Shot,497
Surrogate Gradient Field for Latent Space Manipulation,498
Synthesis of Screentone Patterns of Manga Characters,499
Synthesizing Coherent Story with Auto-Regressive Latent Diffusion Models,500
Tag2Pix: Line Art Colorization Using Text Tag With SECat and Changing Loss,501
Tails Tell Tales: Chapter-Wide Manga Transcriptions with Character Names,502
Taming Visually Guided Sound Generation,503
Temporal Noise Control for Sketchy Animation,504
Text Detection in Manga by Combining Connected-Component-Based and Region-Based Classifications,505
"Text Detection in Manga by Deep Region Proposal, Classification, and Regression",506
Text-Aware Balloon Extraction from Manga,507
Textoon: Generating Vivid 2D Cartoon Characters from Text Descriptions,508
TexToons: Practical Texture Mapping for Hand-drawn Cartoon Animations,509
The Amazing Mysteries of the Gutter: Drawing Inferences Between Panels in Comic Book Narratives,510
The Animation Transformer: Visual Correspondence via Segment Matching,511
The Future of Graphic Novel Translation: Fully Automated Systems,512
The Manga Whisperer: Automatically Generating Transcriptions for Comics,513
The Visual Language Research Corpus (VLRC) Project,514
Thin-Plate Spline-based Interpolation for Animation Line Inbetweening,515
Thinking Outside the BBox: Unconstrained Generative Object Compositing,516
TokenFlow: Consistent Diffusion Features for Consistent Video Editing,517
Toon3D: Seeing Cartoons from a New Perspective,518
ToonCrafter: Generative Cartoon Interpolation,519
Toonsynth: example-based synthesis of hand-colored cartoon animations,520
Toward Accessible Comics for Blind and Low Vision Readers,521
Toward Cross-Domain Object Detection in Artwork Images Using Improved YoloV5 and XGBoosting,522
Towards Content-Aware Pixel-Wise Comic Panel Segmentation,523
Towards Diverse and Faithful One-shot Adaption of Generative Adversarial Networks,524
Towards Diverse Anime Face Generation: Active Label Completion and Style Feature Network,525
Towards Fully Automated Manga Translation,526
Towards Layer-wise Image Vectorization,527
Towards Solving Multimodal Comprehension,528
Towards the Automatic Anime Characters Creation with Generative Adversarial Networks,529
Transfer Learning for Pose Estimation of Illustrated Characters,530
Transfer photo to anime with dual discriminators GAN,531
Translation of Illustration Artist Style Using Sailormoonredraw Data,532
TransPixar: Advancing Text-to-Video Generation with Transparency,533
Turn Real People into Anime Cartoonization,534
Twin-GAN – Unpaired Cross-Domain Image Translation with Weight-Sharing GANs,535
Two-stage Sketch Colorization,536
Two-Stage Sketch Colorization With Color Parsing,537
Two-Step Training: Adjustable Sketch Colourization via Reference Image and Text Tag,538
U-GAT-IT: Unsupervised Generative Attentional Networks with Adaptive Layer-Instance Normalization for Image-to-Image Translation,539
Unaligned Image-to-Image Translation by Learning to Reweight,540
Unbiased Mean Teacher for Cross-domain Object Detection,541
Unconstrained Text Detection in Manga: a New Dataset and Baseline,542
Universal Face Restoration With Memorized Modulation,543
Unlocking Comics: The AI4VA Dataset for Visual Understanding,544
Unpaired Cartoon Image Synthesis via Gated Cycle Mapping,545
Unpaired Image-to-Image Translation using Adversarial Consistency Loss,546
Unpaired Image-to-Image Translation using Negative Learning for Noisy Patches,547
Unpaired Sketch-to-Line Translation via Synthesis of Sketches,548
Unsupersived Image Texture Transfer Based On Generative Adversarial Network,549
Unsupervised Coherent Video Cartoonization with Perceptual Motion Consistency,550
Unsupervised Colorization of Black-and-White Cartoons,551
Unsupervised Discovery of Disentangled Interpretable Directions for Layer-Wise GAN,552
Unsupervised Discovery of Disentangled Manifolds in GANs,553
Unsupervised Discovery of Interpretable Directions in the GAN Latent Space,554
Unsupervised Image-to-Image Translation via Pre-trained StyleGAN2 Network,555
Unsupervised Learning of Compositional Energy Concepts,556
Unsupervised Manga Character Re-identification via Face-body and Spatial-temporal Associated Clustering,557
User Guided Digital Artwork Colorization,558
User-Guided Deep Anime Line Art Colorization with Conditional Adversarial Networks,559
User-Guided Line Art Flat Filling with Split Filling Mechanism,560
Using Comics to Introduce and Reinforce Programming Concepts in CS1,561
UVCGAN: UNET VISION TRANSFORMER CYCLE-CONSISTENT GAN FOR UNPAIRED IMAGE-TO-IMAGE TRANSLATION,562
V2C: Visual Voice Cloning,563
V2Meow: Meowing to the Visual Beat via Video-to-Music Generation,564
Video2Music: Suitable Music Generation from Videos using an Affective Multimodal Transformer model,565
VideoComposer: Compositional Video Synthesis with Motion Controllability,566
VideoDirectorGPT: Consistent Multi-scene Video Generation via LLM-Guided Planning,567
VideoStudio: Generating Consistent-Content and Multi-Scene Videos,568
VidMuse: A Simple Video-to-Music Generation Framework with Long-Short-Term Modeling,569
Visual adaptation in translated comics,570
Vlogger: Make Your Dream A Vlog,571
VLPose: Bridging the Domain Gap in Pose Estimation with Language-Vision Tuning,572
VToonify: Controllable High-Resolution Portrait Video Style Transfer,573
What Do We Expect from Comic Panel Extraction?,574
Zero-Shot Character Identification and Speaker Prediction in Comics via Iterative Multimodal Fusion,575
Zero-Shot Object Detection with Textual Descriptions,576
